excel_row,source_code,proquest_no_result_reason,description
4367,81-H361-7,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
4376,81-H401-21,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
4392,81-H441-22,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
4402,81-H501-19,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
4404,81-H501-23,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
4473,81-Hhag-t.22,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4474,81-Hhag-t.23,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4475,81-Hhag-t.24,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4476,81-Hhd-t.61,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4477,81-Hhme-t.15,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4478,81-Hhme-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4479,81-Hhme-t.3,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4480,81-Hhme-t.7,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4481,81-Hhpul-t.104,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4482,81-Hhpul-t.110,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4483,81-Hhpul-t.111,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4484,81-Hhpul-t.116,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4485,81-Hhpul-t.121,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4486,81-Hhpul-t.122,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4487,81-Hhpul-t.123,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4488,81-Hhpul-t.124,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4489,81-Hhpul-t.125,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4490,81-Hhpul-t.133,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4491,81-Hhpul-t.146,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4492,81-Hhpul-t.149,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4493,81-Hhpul-t.152,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4494,81-Hhpul-t.157,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4495,81-Hhpul-t.160,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4496,81-Hhpul-t.161,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4497,81-Hhpul-t.162,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4498,81-Hhpul-t.165,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4499,81-Hhpul-t.167,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4500,81-Hhpul-t.168,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4501,81-Hhpul-t.169,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4502,81-Hhpul-t.181,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4503,81-Hhpul-t.201,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4504,81-Hhpul-t.209,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4505,81-Hhpul-t.214,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4506,81-Hhpul-t.215,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4507,81-Hhpul-t.219,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4508,81-Hhpul-t.236,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4509,81-Hhpul-t.239,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4510,81-Hhpul-t.24,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4511,81-Hhpul-t.249,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4512,81-Hhpul-t.25,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4513,81-Hhpul-t.250,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4514,81-Hhpul-t.252,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4515,81-Hhpul-t.253,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4516,81-Hhpul-t.262,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4517,81-Hhpul-t.301,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4518,81-Hhpul-t.311,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4519,81-Hhpul-t.32,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4520,81-Hhpul-t.324,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4521,81-Hhpul-t.33,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4522,81-Hhpul-t.356,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4523,81-Hhpul-t.365,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4524,81-Hhpul-t.366,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4525,81-Hhpul-t.367,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4526,81-Hhpul-t.368,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4527,81-Hhpul-t.369,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4528,81-Hhpul-t.378,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4529,81-Hhpul-t.379,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4530,81-Hhpul-t.381,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4531,81-Hhpul-t.382,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4532,81-Hhpul-t.388,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4533,81-Hhpul-t.395,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4534,81-Hhpul-t.396,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4535,81-Hhpul-t.398,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4536,81-Hhpul-t.417,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4537,81-Hhpul-t.419,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4538,81-Hhpul-t.42,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4539,81-Hhpul-t.45,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4540,81-Hhpul-t.451,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4541,81-Hhpul-t.452,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4542,81-Hhpul-t.459,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4543,81-Hhpul-t.471,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4544,81-Hhpul-t.472,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4545,81-Hhpul-t.473,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4546,81-Hhpul-t.474,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
4547,81-Hhpul-t.477,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
